user_id,timestamp,persona,campaign,channel,session_len,clicks,checkout_steps,purchased,churn
72,2025-07-30 02:41:32.690329,Budget,PaidSocial,Web,222,6,3.0,1,0
73,2025-07-22 02:41:32.690329,Budget,Email,Web,186,2,1.3,0,0
74,2025-07-26 02:41:32.690329,Seasonal,Organic,Web,256,4,1.8,0,0
75,2025-07-26 02:41:32.690329,Seasonal,PaidSocial,Mobile,329,1,2.0,1,0
76,2025-07-12 02:41:32.690329,Seasonal,Organic,Web,10,7,3.0,0,0
77,2025-07-15 02:41:32.690329,Seasonal,Email,Web,184,4,3.3,1,0
78,2025-07-27 02:41:32.690329,Budget,PaidSocial,Web,357,6,2.8,1,0
79,2025-08-08 02:41:32.690329,Premium,Email,Mobile,41,3,1.0,0,0
80,2025-08-09 02:41:32.690329,Budget,Organic,Web,221,11,1.9,0,0
81,2025-07-19 02:41:32.690329,Lapsed,PaidSocial,Mobile,382,4,2.0,0,0
82,2025-07-16 02:41:32.690329,Seasonal,PaidSocial,Web,668,7,1.9,0,0
83,2025-08-08 02:41:32.690329,Budget,Email,Web,239,11,3.3,0,0
84,2025-08-09 02:41:32.690329,Budget,Email,Web,296,2,3.6,0,0
85,2025-07-30 02:41:32.690329,Budget,Email,PoS,275,3,3.3,0,0
86,2025-07-16 02:41:32.690329,Budget,Email,Web,52,2,3.8,1,1
87,2025-07-12 02:41:32.690329,Seasonal,PaidSocial,Web,842,3,2.3,0,0
88,2025-08-09 02:41:32.690329,Seasonal,PaidSocial,Mobile,254,7,1.7,1,0
89,2025-08-01 02:41:32.690329,Lapsed,PaidSocial,Web,164,4,0.9,1,1
90,2025-07-27 02:41:32.690329,Premium,PaidSocial,Mobile,466,5,1.9,0,0
91,2025-08-07 02:41:32.690329,Budget,Email,Web,104,5,1.3,0,0
92,2025-08-07 02:41:32.690329,Seasonal,Email,Web,280,5,4.2,0,0
93,2025-07-20 02:41:32.690329,Seasonal,Email,Web,152,5,3.2,0,0
94,2025-08-04 02:41:32.690329,Premium,Organic,Web,101,7,1.2,0,0
95,2025-07-11 02:41:32.690329,Seasonal,PaidSocial,Mobile,199,6,2.0,0,0
96,2025-08-07 02:41:32.690329,Premium,Email,Mobile,221,3,1.6,1,0
97,2025-07-19 02:41:32.690329,Premium,Email,Web,180,7,1.5,1,1
98,2025-07-16 02:41:32.690329,Premium,Organic,PoS,899,6,1.8,1,0
99,2025-07-19 02:41:32.690329,Budget,PaidSocial,Web,220,5,1.8,0,0
100,2025-08-03 02:41:32.690329,Budget,PaidSocial,Web,146,2,1.7,0,0
101,2025-08-06 02:41:32.690329,Budget,PaidSocial,Mobile,216,6,2.3,1,0
102,2025-08-01 02:41:32.690329,Seasonal,Email,Mobile,325,6,1.9,1,1
103,2025-08-06 02:41:32.690329,Budget,Organic,Web,267,3,3.5,0,0
104,2025-08-08 02:41:32.690329,Premium,Organic,Mobile,564,11,2.2,0,0
105,2025-08-05 02:41:32.690329,Lapsed,Email,Web,240,5,2.2,1,1
106,2025-07-30 02:41:32.690329,Budget,Organic,Mobile,18,6,1.7,0,0
107,2025-07-25 02:41:32.690329,Premium,Organic,Mobile,222,7,2.1,0,0
108,2025-07-31 02:41:32.690329,Seasonal,Email,Mobile,224,5,0.8,0,0
109,2025-08-01 02:41:32.690329,Budget,PaidSocial,Web,394,5,1.9,0,0
110,2025-07-23 02:41:32.690329,Budget,Email,Mobile,27,5,3.6,1,1
111,2025-07-25 02:41:32.690329,Budget,Email,Mobile,288,5,1.4,0,0
112,2025-08-03 02:41:32.690329,Budget,PaidSocial,Web,356,4,2.6,1,0
113,2025-07-19 02:41:32.690329,Lapsed,Email,Web,225,7,3.5,1,0
114,2025-07-28 02:41:32.690329,Seasonal,Organic,PoS,334,3,2.5,0,0
115,2025-07-28 02:41:32.690329,Seasonal,Organic,Web,87,4,1.8,0,0
116,2025-08-04 02:41:32.690329,Lapsed,Email,Web,371,3,2.9,1,0
117,2025-07-22 02:41:32.690329,Seasonal,PaidSocial,Web,74,2,2.2,0,0
118,2025-07-22 02:41:32.690329,Budget,Organic,Mobile,119,4,3.2,0,0
119,2025-07-17 02:41:32.690329,Lapsed,Organic,PoS,313,3,2.6,1,1
120,2025-08-08 02:41:32.690329,Premium,Organic,Mobile,717,7,0.4,0,0
121,2025-07-30 02:41:32.690329,Seasonal,Email,Web,633,2,1.6,0,0
122,2025-08-06 02:41:32.690329,Lapsed,PaidSocial,Mobile,255,4,2.5,0,0
123,2025-08-07 02:41:32.690329,Budget,PaidSocial,Mobile,43,6,3.4,0,0
124,2025-08-01 02:41:32.690329,Budget,Organic,Mobile,123,4,3.1,0,0
125,2025-07-13 02:41:32.690329,Budget,Email,Web,155,7,3.2,1,1
126,2025-08-04 02:41:32.690329,Premium,Organic,Mobile,11,6,2.0,0,0
127,2025-07-30 02:41:32.690329,Seasonal,Email,Web,73,5,1.5,1,0
128,2025-07-15 02:41:32.690329,Lapsed,Organic,Web,379,2,1.6,0,0
129,2025-07-30 02:41:32.690329,Budget,PaidSocial,Web,605,7,1.4,1,0
130,2025-07-17 02:41:32.690329,Premium,PaidSocial,PoS,422,7,4.6,0,0
131,2025-07-23 02:41:32.690329,Premium,PaidSocial,Web,129,6,4.2,1,0
132,2025-07-28 02:41:32.690329,Budget,Email,PoS,324,5,0.9,0,0
133,2025-08-02 02:41:32.690329,Budget,Email,Web,194,4,2.7,1,0
134,2025-07-19 02:41:32.690329,Budget,Email,Mobile,73,8,2.1,1,1
135,2025-07-24 02:41:32.690329,Lapsed,Email,Web,246,7,1.9,1,0
136,2025-07-27 02:41:32.690329,Budget,Email,Web,303,8,2.9,0,0
137,2025-08-07 02:41:32.690329,Premium,Organic,Mobile,87,2,1.7,1,0
138,2025-07-29 02:41:32.690329,Seasonal,PaidSocial,Mobile,54,7,1.7,0,0
139,2025-07-15 02:41:32.690329,Premium,Email,Mobile,132,3,2.8,1,0
140,2025-07-25 02:41:32.690329,Lapsed,Organic,Mobile,468,3,3.7,1,1
141,2025-07-13 02:41:32.690329,Lapsed,PaidSocial,Mobile,344,11,4.5,0,0
142,2025-07-30 02:41:32.690329,Budget,Organic,PoS,139,9,2.8,0,0
143,2025-07-15 02:41:32.690329,Premium,PaidSocial,Web,94,4,1.3,1,0
144,2025-07-28 02:41:32.690329,Budget,Email,Web,193,4,3.0,1,0
145,2025-07-22 02:41:32.690329,Budget,PaidSocial,Web,69,3,1.8,0,0
146,2025-07-22 02:41:32.690329,Budget,PaidSocial,Web,227,7,2.2,0,0
147,2025-07-20 02:41:32.690329,Seasonal,Email,Mobile,171,5,3.9,0,0
148,2025-08-03 02:41:32.690329,Premium,Email,Web,10,6,3.8,1,0
149,2025-07-29 02:41:32.690329,Budget,Email,Web,146,5,3.2,1,0
150,2025-07-27 02:41:32.690329,Budget,Email,Web,12,9,4.0,0,0
151,2025-07-24 02:41:32.690329,Lapsed,PaidSocial,Mobile,239,10,0.0,0,0
152,2025-07-21 02:41:32.690329,Budget,PaidSocial,Web,64,5,1.5,1,1
153,2025-08-09 02:41:32.690329,Budget,Email,Web,35,6,2.9,0,0
154,2025-07-13 02:41:32.690329,Premium,PaidSocial,Mobile,159,3,2.2,1,0
155,2025-07-28 02:41:32.690329,Lapsed,PaidSocial,Mobile,148,8,3.5,0,0
156,2025-07-24 02:41:32.690329,Budget,Email,Web,245,3,0.9,1,0
157,2025-07-26 02:41:32.690329,Seasonal,Email,Mobile,66,3,3.5,0,0
158,2025-08-03 02:41:32.690329,Seasonal,Email,Web,506,2,2.8,1,0
159,2025-07-29 02:41:32.690329,Budget,Email,PoS,331,2,2.4,0,0
160,2025-07-20 02:41:32.690329,Seasonal,Email,Web,519,4,0.4,0,0
161,2025-07-22 02:41:32.690329,Premium,Email,PoS,166,2,4.7,0,0
162,2025-08-03 02:41:32.690329,Seasonal,PaidSocial,PoS,85,7,0.9,0,0
163,2025-07-17 02:41:32.690329,Seasonal,PaidSocial,Mobile,606,9,0.7,0,0
164,2025-08-02 02:41:32.690329,Premium,Email,Web,327,1,2.9,1,1
165,2025-08-07 02:41:32.690329,Budget,Email,Web,156,8,3.5,0,0
166,2025-07-21 02:41:32.690329,Seasonal,PaidSocial,Web,187,5,2.1,1,0
167,2025-07-14 02:41:32.690329,Budget,Organic,Mobile,133,4,1.3,0,0
168,2025-07-26 02:41:32.690329,Budget,Organic,Mobile,388,5,1.7,1,0
169,2025-07-27 02:41:32.690329,Budget,PaidSocial,PoS,259,3,2.7,0,0
170,2025-07-18 02:41:32.690329,Premium,Email,Mobile,285,1,1.6,1,1
171,2025-07-22 02:41:32.690329,Seasonal,Email,Web,78,3,3.6,1,1
172,2025-07-25 02:41:32.690329,Budget,Organic,Web,174,5,1.3,1,0
173,2025-07-22 02:41:32.690329,Premium,Email,Web,224,5,0.5,0,0
174,2025-08-01 02:41:32.690329,Budget,Organic,Web,39,3,4.0,1,0
175,2025-07-28 02:41:32.690329,Seasonal,PaidSocial,Mobile,256,7,1.5,0,0
176,2025-07-21 02:41:32.690329,Budget,PaidSocial,PoS,207,8,2.8,0,0
177,2025-07-30 02:41:32.690329,Seasonal,Email,Mobile,365,7,2.8,0,0
178,2025-08-04 02:41:32.690329,Premium,PaidSocial,Mobile,410,8,1.5,0,0
179,2025-08-01 02:41:32.690329,Lapsed,PaidSocial,Mobile,701,4,2.9,0,0
180,2025-07-15 02:41:32.690329,Budget,Email,Web,219,6,1.7,0,0
181,2025-08-06 02:41:32.690329,Budget,Email,Web,146,4,1.4,0,0
182,2025-07-20 02:41:32.690329,Budget,Organic,Mobile,67,6,2.2,0,0
183,2025-08-03 02:41:32.690329,Lapsed,PaidSocial,Web,56,6,4.1,1,0
184,2025-07-19 02:41:32.690329,Lapsed,PaidSocial,Web,185,5,2.5,1,0
185,2025-07-29 02:41:32.690329,Budget,Email,Web,51,2,3.2,0,0
186,2025-07-29 02:41:32.690329,Seasonal,PaidSocial,PoS,60,4,2.3,1,0
187,2025-07-26 02:41:32.690329,Seasonal,PaidSocial,Web,191,5,1.6,1,1
188,2025-07-26 02:41:32.690329,Premium,PaidSocial,Mobile,137,7,2.6,0,0
189,2025-07-19 02:41:32.690329,Premium,PaidSocial,Mobile,85,3,2.1,1,0
190,2025-08-08 02:41:32.690329,Budget,PaidSocial,Mobile,145,7,1.7,0,0
191,2025-07-18 02:41:32.690329,Budget,PaidSocial,Mobile,339,3,3.0,1,1
192,2025-07-18 02:41:32.690329,Lapsed,Email,Mobile,260,8,2.7,1,0
193,2025-07-17 02:41:32.690329,Lapsed,Organic,Web,398,4,1.5,0,0
194,2025-07-15 02:41:32.690329,Seasonal,PaidSocial,Web,166,5,3.2,0,0
195,2025-08-09 02:41:32.690329,Budget,Email,PoS,133,9,2.2,0,0
196,2025-07-15 02:41:32.690329,Budget,PaidSocial,Web,214,4,3.1,0,0
197,2025-08-09 02:41:32.690329,Seasonal,Organic,Mobile,62,6,1.5,1,0
198,2025-07-19 02:41:32.690329,Lapsed,Email,Web,156,4,1.3,0,0
199,2025-08-07 02:41:32.690329,Lapsed,Email,Web,142,4,1.7,0,0
200,2025-07-27 02:41:32.690329,Seasonal,PaidSocial,PoS,992,2,2.2,0,0
201,2025-07-27 02:41:32.690329,Seasonal,Email,Mobile,452,9,2.0,1,1
202,2025-07-26 02:41:32.690329,Budget,Organic,Web,309,2,3.6,1,1
203,2025-07-26 02:41:32.690329,Budget,Email,PoS,267,7,1.3,1,0
204,2025-07-23 02:41:32.690329,Lapsed,Organic,Mobile,570,7,0.0,0,0
205,2025-08-08 02:41:32.690329,Seasonal,Email,Web,265,5,2.2,1,0
206,2025-08-02 02:41:32.690329,Budget,Email,Mobile,99,7,2.8,0,0
207,2025-08-05 02:41:32.690329,Budget,Organic,Web,92,4,1.8,1,0
208,2025-07-11 02:41:32.690329,Seasonal,PaidSocial,Mobile,345,5,2.4,1,0
209,2025-07-26 02:41:32.690329,Budget,Email,Web,302,3,1.3,0,0
210,2025-08-08 02:41:32.690329,Budget,Email,Web,264,3,1.2,1,0
211,2025-08-08 02:41:32.690329,Premium,PaidSocial,Mobile,411,3,2.8,1,1
212,2025-07-28 02:41:32.690329,Seasonal,PaidSocial,Mobile,395,7,2.9,0,0
213,2025-07-21 02:41:32.690329,Seasonal,Organic,Mobile,31,6,2.8,0,0
214,2025-08-02 02:41:32.690329,Budget,Organic,Web,170,6,2.8,1,1
215,2025-08-06 02:41:32.690329,Seasonal,PaidSocial,Mobile,285,5,2.7,1,1
216,2025-07-11 02:41:32.690329,Budget,PaidSocial,Mobile,483,7,2.0,0,0
217,2025-08-03 02:41:32.690329,Budget,PaidSocial,Mobile,317,7,3.0,1,0
218,2025-08-06 02:41:32.690329,Seasonal,PaidSocial,Web,349,6,1.3,0,0
219,2025-08-08 02:41:32.690329,Seasonal,Email,Mobile,71,4,3.6,1,1
220,2025-07-31 02:41:32.690329,Seasonal,Email,PoS,46,5,3.2,0,0
221,2025-07-25 02:41:32.690329,Seasonal,Email,Mobile,256,6,0.6,0,0
222,2025-07-11 02:41:32.690329,Premium,Email,PoS,131,2,3.1,0,0
223,2025-07-15 02:41:32.690329,Budget,Email,Web,290,5,3.1,0,0
224,2025-07-14 02:41:32.690329,Premium,PaidSocial,Mobile,111,4,4.8,0,0
225,2025-08-09 02:41:32.690329,Budget,Organic,Web,128,7,1.1,0,0
226,2025-07-31 02:41:32.690329,Budget,PaidSocial,Web,342,4,0.7,1,0
227,2025-07-14 02:41:32.690329,Lapsed,Email,Mobile,199,6,3.3,0,0
228,2025-07-12 02:41:32.690329,Premium,Email,Mobile,106,5,2.7,0,0
229,2025-08-08 02:41:32.690329,Lapsed,PaidSocial,Web,177,7,0.7,1,1
230,2025-07-15 02:41:32.690329,Seasonal,Email,Web,308,3,4.4,0,0
231,2025-07-28 02:41:32.690329,Seasonal,PaidSocial,Web,187,1,1.8,0,0
232,2025-07-16 02:41:32.690329,Premium,Organic,Web,283,3,1.8,1,0
233,2025-08-08 02:41:32.690329,Premium,Email,Web,159,4,3.1,1,1
234,2025-08-03 02:41:32.690329,Premium,Email,Web,456,4,4.7,0,0
235,2025-07-15 02:41:32.690329,Budget,PaidSocial,Web,174,6,1.7,1,0
236,2025-07-13 02:41:32.690329,Seasonal,Organic,PoS,124,8,2.9,0,0
237,2025-08-04 02:41:32.690329,Budget,Organic,Mobile,537,3,1.1,0,0
238,2025-08-08 02:41:32.690329,Budget,Organic,Web,200,4,2.2,0,0
239,2025-07-20 02:41:32.690329,Seasonal,Email,PoS,280,5,4.1,0,0
240,2025-07-31 02:41:32.690329,Budget,Organic,Mobile,123,9,3.8,0,0
241,2025-08-01 02:41:32.690329,Lapsed,Email,Web,273,3,1.7,0,0
242,2025-08-01 02:41:32.690329,Lapsed,Email,Web,307,3,3.2,1,1
243,2025-07-26 02:41:32.690329,Lapsed,Organic,Web,99,3,2.4,0,0
244,2025-07-20 02:41:32.690329,Premium,Organic,Web,362,6,2.1,0,0
245,2025-08-01 02:41:32.690329,Budget,Email,Web,183,2,0.2,1,1
246,2025-08-03 02:41:32.690329,Lapsed,Email,Web,362,3,1.7,1,0
247,2025-08-07 02:41:32.690329,Premium,Email,Web,109,2,1.1,0,0
248,2025-07-24 02:41:32.690329,Lapsed,Email,Mobile,129,9,2.5,0,0
249,2025-07-31 02:41:32.690329,Lapsed,Email,Web,225,9,1.3,1,0
250,2025-07-14 02:41:32.690329,Lapsed,Organic,Mobile,92,8,0.0,1,1
251,2025-07-20 02:41:32.690329,Budget,PaidSocial,Mobile,231,7,2.6,1,0
252,2025-07-23 02:41:32.690329,Premium,Organic,PoS,258,5,2.8,1,0
253,2025-08-01 02:41:32.690329,Lapsed,Organic,Web,225,3,1.4,1,0
254,2025-07-24 02:41:32.690329,Budget,PaidSocial,PoS,213,2,0.0,1,0
255,2025-07-31 02:41:32.690329,Budget,Organic,Mobile,75,5,1.9,0,0
256,2025-07-14 02:41:32.690329,Premium,PaidSocial,Mobile,53,5,1.3,0,0
257,2025-07-21 02:41:32.690329,Lapsed,Email,Mobile,192,4,0.6,1,1
258,2025-08-01 02:41:32.690329,Seasonal,PaidSocial,Web,35,3,2.0,0,0
259,2025-08-05 02:41:32.690329,Premium,PaidSocial,PoS,28,4,1.8,1,0
260,2025-07-25 02:41:32.690329,Budget,Organic,Web,127,8,1.3,0,0
261,2025-07-28 02:41:32.690329,Seasonal,Organic,Mobile,90,4,2.5,0,0
262,2025-08-04 02:41:32.690329,Lapsed,PaidSocial,Web,265,6,2.3,1,1
263,2025-08-09 02:41:32.690329,Budget,Organic,Web,191,5,1.7,0,0
264,2025-07-28 02:41:32.690329,Premium,Email,Mobile,257,4,2.4,1,1
265,2025-07-24 02:41:32.690329,Lapsed,Organic,PoS,359,5,2.1,1,0
266,2025-08-01 02:41:32.690329,Seasonal,Email,Web,461,1,1.2,0,0
267,2025-07-24 02:41:32.690329,Seasonal,Email,PoS,330,7,2.3,1,0
268,2025-08-01 02:41:32.690329,Seasonal,Email,Mobile,221,3,2.9,1,0
269,2025-07-12 02:41:32.690329,Premium,PaidSocial,Web,83,4,2.0,0,0
270,2025-08-08 02:41:32.690329,Budget,Email,Web,434,5,4.9,0,0
271,2025-08-01 02:41:32.690329,Seasonal,Organic,Mobile,69,7,2.2,0,0
272,2025-08-06 02:41:32.690329,Seasonal,Email,Web,365,4,2.7,1,1
273,2025-07-22 02:41:32.690329,Lapsed,Organic,Web,494,1,2.4,0,0
274,2025-08-01 02:41:32.690329,Lapsed,PaidSocial,Web,269,7,2.9,1,0
275,2025-07-19 02:41:32.690329,Premium,Email,Web,86,5,2.8,0,0
276,2025-07-16 02:41:32.690329,Premium,Email,Mobile,135,5,1.5,1,0
277,2025-08-01 02:41:32.690329,Seasonal,PaidSocial,Web,236,4,2.5,0,0
278,2025-07-15 02:41:32.690329,Seasonal,PaidSocial,Web,104,3,1.9,1,0
279,2025-08-08 02:41:32.690329,Seasonal,PaidSocial,Web,218,8,1.6,0,0
280,2025-07-25 02:41:32.690329,Seasonal,Email,Web,265,7,2.0,1,0
281,2025-08-04 02:41:32.690329,Lapsed,PaidSocial,Web,284,4,2.0,0,0
282,2025-07-24 02:41:32.690329,Budget,Organic,Mobile,134,6,3.6,0,0
283,2025-07-30 02:41:32.690329,Premium,Email,Mobile,200,4,1.3,0,0
284,2025-08-07 02:41:32.690329,Budget,PaidSocial,Web,228,6,2.5,1,0
285,2025-07-24 02:41:32.690329,Premium,Email,Web,43,3,2.5,1,0
286,2025-08-01 02:41:32.690329,Budget,Organic,Web,130,3,1.9,1,0
287,2025-08-07 02:41:32.690329,Premium,Organic,Web,210,6,3.5,1,0
288,2025-07-20 02:41:32.690329,Premium,Email,Mobile,263,4,2.8,1,0
289,2025-08-02 02:41:32.690329,Budget,Email,Web,524,5,0.4,0,0
290,2025-08-04 02:41:32.690329,Premium,Email,Web,248,13,3.8,1,0
291,2025-07-21 02:41:32.690329,Budget,PaidSocial,Mobile,66,5,4.8,0,0
292,2025-07-29 02:41:32.690329,Budget,PaidSocial,Web,98,6,4.4,0,0
293,2025-07-16 02:41:32.690329,Seasonal,Organic,Mobile,379,4,2.7,0,0
294,2025-08-03 02:41:32.690329,Premium,PaidSocial,Web,654,2,1.0,0,0
295,2025-07-28 02:41:32.690329,Budget,Email,Web,81,6,2.4,0,0
296,2025-07-15 02:41:32.690329,Premium,Organic,Mobile,126,6,0.8,0,0
297,2025-08-08 02:41:32.690329,Seasonal,PaidSocial,Mobile,673,6,3.3,0,0
298,2025-07-12 02:41:32.690329,Budget,PaidSocial,Web,569,5,2.8,0,0
299,2025-08-01 02:41:32.690329,Seasonal,Email,Mobile,303,5,4.6,1,1
300,2025-07-18 02:41:32.690329,Budget,Email,Mobile,128,10,3.1,0,0
301,2025-07-23 02:41:32.690329,Budget,Organic,PoS,78,5,1.3,0,0
302,2025-08-05 02:41:32.690329,Premium,PaidSocial,Mobile,120,6,3.7,0,0
303,2025-07-16 02:41:32.690329,Premium,Email,Mobile,148,5,2.1,1,0
304,2025-07-13 02:41:32.690329,Seasonal,PaidSocial,Web,154,6,2.0,0,0
305,2025-07-26 02:41:32.690329,Seasonal,Organic,Web,43,4,2.5,0,0
306,2025-07-27 02:41:32.690329,Lapsed,Email,Web,92,8,1.7,1,0
307,2025-08-03 02:41:32.690329,Premium,PaidSocial,Web,214,5,1.6,0,0
308,2025-08-02 02:41:32.690329,Budget,Organic,Web,124,9,4.9,0,0
309,2025-07-28 02:41:32.690329,Seasonal,Email,Mobile,64,6,3.6,0,0
310,2025-07-15 02:41:32.690329,Budget,PaidSocial,Web,84,3,2.9,1,0
311,2025-07-19 02:41:32.690329,Premium,PaidSocial,Mobile,168,6,2.3,0,0
312,2025-07-19 02:41:32.690329,Budget,PaidSocial,Web,52,4,0.6,0,0
313,2025-07-21 02:41:32.690329,Budget,Email,Web,472,8,3.3,0,0
314,2025-07-28 02:41:32.690329,Lapsed,Email,Web,55,7,1.6,0,0
315,2025-07-27 02:41:32.690329,Seasonal,PaidSocial,Web,320,2,1.9,1,1
316,2025-07-15 02:41:32.690329,Seasonal,Email,Web,647,5,3.2,1,1
317,2025-08-05 02:41:32.690329,Premium,PaidSocial,Mobile,61,5,0.5,1,0
318,2025-07-27 02:41:32.690329,Budget,Email,Web,75,6,2.1,0,0
319,2025-08-05 02:41:32.690329,Budget,Email,Web,170,6,2.4,1,1
320,2025-08-05 02:41:32.690329,Budget,Organic,Mobile,136,8,3.0,0,0
321,2025-07-28 02:41:32.690329,Premium,PaidSocial,Web,388,5,1.7,1,0
